entity_id,event_id,risk_score,anomaly_type,explanation,top_contributing_features
USR-000024,EVT-0038412,1.0,credential_misuse,"credential_misuse: new device_fingerprint (mac=5e:a8:b7:e0:89:2f) + unusual geo_location (Sydney, Australia, outside this entity's typical set) + off-hours login (hour=2, baseline probability=0.009 < 0.03) occurring together + part of a 3-event cluster sharing this device+location within 15 min","{""device_novel_for_entity"": true, ""mac_address"": ""5e:a8:b7:e0:89:2f"", ""geo_novel_for_entity"": true, ""geo_location"": ""Sydney, Australia"", ""off_hours"": true, ""hour"": 2, ""hour_probability_in_baseline"": 0.0092, ""cluster_size_same_device_and_geo"": 3, ""cluster_window_minutes"": 15}"
USR-000025,EVT-0010037,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
DEV-000015,EVT-0005309,1.0,lateral_movement,"lateral_movement: accessed 4 resources outside this entity's normal set within 20 min (calendar-service -> printer-service -> shared-drive-marketing -> ticketing-system), escalating toward less common resources (global access frequency 0.040 -> 0.026)","{""novel_resource_chain"": [""calendar-service"", ""printer-service"", ""shared-drive-marketing"", ""ticketing-system""], ""chain_length"": 4, ""lookback_minutes"": 20, ""global_frequency_first"": 0.0404, ""global_frequency_last"": 0.0259}"
USR-000040,EVT-0004885,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000050,EVT-0021170,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (199.140.254.107, 32.138.171.118, 83.140.166.210) made 22 auth attempts against 22 distinct entity_ids within 30 min (22/22 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""199.140.254.107"", ""32.138.171.118"", ""83.140.166.210""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 22, ""cluster_total_attempts"": 22, ""cluster_failed_attempts"": 22, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
DEV-000019,EVT-0024196,1.0,brute_force,brute_force: 5 failed auth_result attempts from source_ip=142.122.192.226 within 10 min of this event (threshold=4) + source_ip never seen before for this entity,"{""failed_auth_count_in_window"": 5, ""window_minutes"": 10, ""source_ip"": ""142.122.192.226"", ""source_ip_novel_for_entity"": true}"
SVC-000028,EVT-0018125,1.0,credential_misuse,"credential_misuse: new device_fingerprint (mac=f6:42:de:db:ce:db) + unusual geo_location (Rome, Italy, outside this entity's typical set) + off-hours login (hour=21, baseline probability=0.009 < 0.03) occurring together","{""device_novel_for_entity"": true, ""mac_address"": ""f6:42:de:db:ce:db"", ""geo_novel_for_entity"": true, ""geo_location"": ""Rome, Italy"", ""off_hours"": true, ""hour"": 21, ""hour_probability_in_baseline"": 0.0091, ""cluster_size_same_device_and_geo"": 1, ""cluster_window_minutes"": 15}"
USR-000139,EVT-0044990,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (197.82.137.193, 45.74.219.178, 69.178.56.245) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""197.82.137.193"", ""45.74.219.178"", ""69.178.56.245""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
SVC-000009,EVT-0009603,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (101.202.139.128, 138.20.139.40, 217.168.15.101, 27.173.45.121) made 35 auth attempts against 35 distinct entity_ids within 30 min (32/35 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""101.202.139.128"", ""138.20.139.40"", ""217.168.15.101"", ""27.173.45.121""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 35, ""cluster_total_attempts"": 35, ""cluster_failed_attempts"": 32, ""cluster_failure_rate"": 0.914, ""window_minutes"": 30}"
SVC-000058,EVT-0016047,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (130.35.111.96, 144.182.80.251) made 31 auth attempts against 31 distinct entity_ids within 30 min (29/31 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""130.35.111.96"", ""144.182.80.251""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 31, ""cluster_total_attempts"": 31, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.935, ""window_minutes"": 30}"
USR-000003,EVT-0006603,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000025,EVT-0014318,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
DEV-000001,EVT-0031462,1.0,impossible_travel,"impossible_travel: geo-velocity of 35,917 km/h between Berlin, Germany and Lima, Peru over 0.31h (comparing to the previous event for this entity), exceeding the 900 km/h plausibility ceiling","{""geo_velocity_kmh"": 35917.5, ""distance_km"": 11097.7, ""time_delta_hours"": 0.309, ""compared_to_event"": ""previous"", ""other_geo_location"": ""Berlin, Germany"", ""device_fingerprint_changed"": false}"
DEV-000002,EVT-0008677,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (219.247.18.137, 42.44.154.198, 7.65.226.136) made 32 auth attempts against 32 distinct entity_ids within 30 min (29/32 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""219.247.18.137"", ""42.44.154.198"", ""7.65.226.136""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 32, ""cluster_total_attempts"": 32, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.906, ""window_minutes"": 30}"
DEV-000002,EVT-0020137,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (11.75.182.178, 210.36.246.64, 9.189.215.186, 91.24.147.11) made 17 auth attempts against 17 distinct entity_ids within 30 min (14/17 = 82% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""11.75.182.178"", ""210.36.246.64"", ""9.189.215.186"", ""91.24.147.11""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 17, ""cluster_total_attempts"": 17, ""cluster_failed_attempts"": 14, ""cluster_failure_rate"": 0.824, ""window_minutes"": 30}"
DEV-000003,EVT-0014776,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (200.185.156.94, 219.121.164.109, 94.228.37.11) made 29 auth attempts against 29 distinct entity_ids within 30 min (29/29 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""200.185.156.94"", ""219.121.164.109"", ""94.228.37.11""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 29, ""cluster_total_attempts"": 29, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
DEV-000003,EVT-0022594,1.0,device_spoofing,"device_spoofing: device_fingerprint changed mid-session -- os=macOS 13 Ventura, mac=16:4e:1b:b8:01:da appears within 5 min of 1 event(s) using this entity's historically consistent fingerprint","{""os"": ""macOS 13 Ventura"", ""mac_address"": ""16:4e:1b:b8:01:da"", ""protocol"": ""SNMPv3"", ""os_novel_for_entity"": true, ""mac_novel_for_entity"": true, ""mid_session_change"": true, ""window_minutes"": 5, ""n_prior_events_checked"": 120}"
DEV-000006,EVT-0008252,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (136.48.60.157, 21.203.221.109) made 38 auth attempts against 38 distinct entity_ids within 30 min (35/38 = 92% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""136.48.60.157"", ""21.203.221.109""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 38, ""cluster_total_attempts"": 38, ""cluster_failed_attempts"": 35, ""cluster_failure_rate"": 0.921, ""window_minutes"": 30}"
USR-000014,EVT-0017389,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000127,EVT-0013427,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000002,EVT-0003666,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000158,EVT-0015105,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000195,EVT-0045421,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (42.208.165.101, 72.101.172.237, 89.209.43.53) made 34 auth attempts against 34 distinct entity_ids within 30 min (31/34 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""42.208.165.101"", ""72.101.172.237"", ""89.209.43.53""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 31, ""cluster_failure_rate"": 0.912, ""window_minutes"": 30}"
USR-000026,EVT-0014198,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000071,EVT-0021606,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000106,EVT-0044965,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (197.82.137.193, 45.74.219.178, 69.178.56.245) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""197.82.137.193"", ""45.74.219.178"", ""69.178.56.245""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
USR-000069,EVT-0008686,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (219.247.18.137, 42.44.154.198, 7.65.226.136) made 32 auth attempts against 32 distinct entity_ids within 30 min (29/32 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""219.247.18.137"", ""42.44.154.198"", ""7.65.226.136""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 32, ""cluster_total_attempts"": 32, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.906, ""window_minutes"": 30}"
DEV-000011,EVT-0007459,1.0,lateral_movement,"lateral_movement: accessed 3 resources outside this entity's normal set within 20 min (wifi-portal -> video-conferencing -> ci-cd-pipeline), escalating toward less common resources (global access frequency 0.039 -> 0.039)","{""novel_resource_chain"": [""wifi-portal"", ""video-conferencing"", ""ci-cd-pipeline""], ""chain_length"": 3, ""lookback_minutes"": 20, ""global_frequency_first"": 0.0392, ""global_frequency_last"": 0.0391}"
USR-000041,EVT-0011894,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000039,EVT-0011109,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000039,EVT-0015362,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000128,EVT-0012177,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000102,EVT-0007507,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000090,EVT-0005415,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000044,EVT-0004484,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000187,EVT-0011798,1.0,impossible_travel,"impossible_travel: geo-velocity of 5,807 km/h between Amsterdam, Netherlands and Lagos, Nigeria over 0.88h (comparing to the previous event for this entity), exceeding the 900 km/h plausibility ceiling","{""geo_velocity_kmh"": 5806.9, ""distance_km"": 5099.4, ""time_delta_hours"": 0.878, ""compared_to_event"": ""previous"", ""other_geo_location"": ""Amsterdam, Netherlands"", ""device_fingerprint_changed"": false}"
USR-000189,EVT-0045444,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (42.208.165.101, 72.101.172.237, 89.209.43.53) made 34 auth attempts against 34 distinct entity_ids within 30 min (31/34 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""42.208.165.101"", ""72.101.172.237"", ""89.209.43.53""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 31, ""cluster_failure_rate"": 0.912, ""window_minutes"": 30}"
USR-000121,EVT-0021186,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (199.140.254.107, 32.138.171.118, 83.140.166.210) made 22 auth attempts against 22 distinct entity_ids within 30 min (22/22 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""199.140.254.107"", ""32.138.171.118"", ""83.140.166.210""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 22, ""cluster_total_attempts"": 22, ""cluster_failed_attempts"": 22, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
USR-000120,EVT-0044978,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (197.82.137.193, 45.74.219.178, 69.178.56.245) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""197.82.137.193"", ""45.74.219.178"", ""69.178.56.245""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
USR-000182,EVT-0014766,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (200.185.156.94, 219.121.164.109, 94.228.37.11) made 29 auth attempts against 29 distinct entity_ids within 30 min (29/29 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""200.185.156.94"", ""219.121.164.109"", ""94.228.37.11""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 29, ""cluster_total_attempts"": 29, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
USR-000167,EVT-0014786,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (200.185.156.94, 219.121.164.109, 94.228.37.11) made 29 auth attempts against 29 distinct entity_ids within 30 min (29/29 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""200.185.156.94"", ""219.121.164.109"", ""94.228.37.11""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 29, ""cluster_total_attempts"": 29, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
USR-000146,EVT-0003773,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000208,EVT-0007761,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000029,EVT-0044964,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (197.82.137.193, 45.74.219.178, 69.178.56.245) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""197.82.137.193"", ""45.74.219.178"", ""69.178.56.245""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
USR-000060,EVT-0006723,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000021,EVT-0044988,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (197.82.137.193, 45.74.219.178, 69.178.56.245) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""197.82.137.193"", ""45.74.219.178"", ""69.178.56.245""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
USR-000058,EVT-0004364,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000053,EVT-0010078,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000143,EVT-0014120,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000052,EVT-0021180,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (199.140.254.107, 32.138.171.118, 83.140.166.210) made 22 auth attempts against 22 distinct entity_ids within 30 min (22/22 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""199.140.254.107"", ""32.138.171.118"", ""83.140.166.210""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 22, ""cluster_total_attempts"": 22, ""cluster_failed_attempts"": 22, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
USR-000071,EVT-0044993,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (197.82.137.193, 45.74.219.178, 69.178.56.245) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""197.82.137.193"", ""45.74.219.178"", ""69.178.56.245""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
DEV-000011,EVT-0007514,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000015,EVT-0010805,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000067,EVT-0044969,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (197.82.137.193, 45.74.219.178, 69.178.56.245) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""197.82.137.193"", ""45.74.219.178"", ""69.178.56.245""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
USR-000177,EVT-0044983,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (197.82.137.193, 45.74.219.178, 69.178.56.245) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""197.82.137.193"", ""45.74.219.178"", ""69.178.56.245""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
USR-000147,EVT-0008695,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (219.247.18.137, 42.44.154.198, 7.65.226.136) made 32 auth attempts against 32 distinct entity_ids within 30 min (29/32 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""219.247.18.137"", ""42.44.154.198"", ""7.65.226.136""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 32, ""cluster_total_attempts"": 32, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.906, ""window_minutes"": 30}"
USR-000044,EVT-0039310,1.0,brute_force,brute_force: 26 failed auth_result attempts from source_ip=148.3.100.169 within 10 min of this event (threshold=4) + source_ip never seen before for this entity,"{""failed_auth_count_in_window"": 26, ""window_minutes"": 10, ""source_ip"": ""148.3.100.169"", ""source_ip_novel_for_entity"": true}"
USR-000082,EVT-0044998,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (197.82.137.193, 45.74.219.178, 69.178.56.245) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""197.82.137.193"", ""45.74.219.178"", ""69.178.56.245""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
USR-000099,EVT-0005894,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000127,EVT-0016704,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000152,EVT-0014788,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (200.185.156.94, 219.121.164.109, 94.228.37.11) made 29 auth attempts against 29 distinct entity_ids within 30 min (29/29 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""200.185.156.94"", ""219.121.164.109"", ""94.228.37.11""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 29, ""cluster_total_attempts"": 29, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
DEV-000021,EVT-0007518,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000044,EVT-0044967,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (197.82.137.193, 45.74.219.178, 69.178.56.245) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""197.82.137.193"", ""45.74.219.178"", ""69.178.56.245""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
SVC-000044,EVT-0030661,1.0,impossible_travel,"impossible_travel: geo-velocity of 1,265 km/h between Singapore, Singapore and Dublin, Ireland over 8.86h (comparing to the previous event for this entity), exceeding the 900 km/h plausibility ceiling + new device fingerprint","{""geo_velocity_kmh"": 1264.7, ""distance_km"": 11199.2, ""time_delta_hours"": 8.855, ""compared_to_event"": ""previous"", ""other_geo_location"": ""Singapore, Singapore"", ""device_fingerprint_changed"": true}"
USR-000137,EVT-0032742,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (167.175.108.212, 37.62.112.229, 77.62.183.184) made 18 auth attempts against 18 distinct entity_ids within 30 min (17/18 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""167.175.108.212"", ""37.62.112.229"", ""77.62.183.184""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 18, ""cluster_total_attempts"": 18, ""cluster_failed_attempts"": 17, ""cluster_failure_rate"": 0.944, ""window_minutes"": 30}"
USR-000061,EVT-0044981,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (197.82.137.193, 45.74.219.178, 69.178.56.245) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""197.82.137.193"", ""45.74.219.178"", ""69.178.56.245""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
USR-000099,EVT-0007729,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000052,EVT-0018126,1.0,credential_misuse,"credential_misuse: new device_fingerprint (mac=f6:42:de:db:ce:db) + unusual geo_location (Rome, Italy, outside this entity's typical set) + off-hours login (hour=21, baseline probability=0.014 < 0.03) occurring together","{""device_novel_for_entity"": true, ""mac_address"": ""f6:42:de:db:ce:db"", ""geo_novel_for_entity"": true, ""geo_location"": ""Rome, Italy"", ""off_hours"": true, ""hour"": 21, ""hour_probability_in_baseline"": 0.0137, ""cluster_size_same_device_and_geo"": 1, ""cluster_window_minutes"": 15}"
USR-000156,EVT-0013719,1.0,credential_misuse,"credential_misuse: new device_fingerprint (mac=06:b0:53:84:2e:91) + unusual geo_location (Warsaw, Poland, outside this entity's typical set) + off-hours login (hour=20, baseline probability=0.023 < 0.03) occurring together + part of a 2-event cluster sharing this device+location within 15 min","{""device_novel_for_entity"": true, ""mac_address"": ""06:b0:53:84:2e:91"", ""geo_novel_for_entity"": true, ""geo_location"": ""Warsaw, Poland"", ""off_hours"": true, ""hour"": 20, ""hour_probability_in_baseline"": 0.0227, ""cluster_size_same_device_and_geo"": 2, ""cluster_window_minutes"": 15}"
USR-000176,EVT-0011308,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match the brute_force, impossible_travel, or lateral_movement rule conditions","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
